Documento;Similaridade
Empregado da rede Carrefour ingressou com reclamação trabalhista para almejar, dentre outros pedidos, a reintegração ao emprego após ser dispensado durante o afastamento de 30 dias concedido pelo INSS. De acordo com os fatos alegados pelo reclamante, durante o deslocamento para o trabalho, sofreu o acidente que lhe a lesão, sendo necessário a realização de procedimento cirúrgico. Em que pese o Reclamante ter seu pedido de reintegração deferido pelo juízo da 01ª Vara de Taboão da Serra, em julgamento do recurso interposto pela empresa, o Tribunal Regional do Trabalho da 02ª Região aplicou a tese prevalecente daquele Tribunal, afastando a estabilidade provisória em contratos temporários. Oposto recurso de revista pelo Reclamante, a 05ª Turma do Tribunal Superior do Trabalho (TST) acolheu o pedido do Reclamante para reestabelecer a de primeira instância e conceder a reintegração e garantia provisória ao emprego, aplicando a disposição da Súmula 378, III do TST. De acordo com o entendimento convalidado no item III da Súmula 378 do TST o empregado que é submetido a contrato de trabalho por tempo determinado, goza de garantia provisória de emprego em caso de acidente de trabalho, aplicando assim a disposição do artigo 118 da Lei 8.213/91. Fonte: Processo: RR-1002170-73.2015.5.02.0501;0.37278706
Data: 24/10/2024 Resumo: . Uma empresa da área de saúde foi condenada a pagar diferenças salariais a uma técnica de farmácia que recebia menos do que os colegas da mesma função. . Para a 3ª Turma do TST, a falta de isonomia é uma violação grave dos direitos da trabalhadora, que tem direito ao rompimento do vínculo por culpa do empregador. . Com a decisão, a técnica receberá as mesmas verbas rescisórias que seriam devidas caso tivesse sido demitida. Salário era menor, mas função era a mesma dos colegas Na ação, a trabalhadora contou que foi admitida em 2012 como auxiliar de farmácia, mas, ao ser promovida a técnica de farmácia em 2019, recebia salário menor que seus colegas que tinham a mesma função e a mesma qualificação técnica, prestavam serviço na mesma loja e tinham aproximadamente o mesmo tempo de serviço. O juízo de primeiro grau constatou as diferenças salariais a partir da promoção e reconheceu o direito à equiparação, condenando a empresa a pagar as diferenças. Quanto à rescisão indireta, diante da falta de isonomia salarial, concluiu que a Prevent Senior não cumpriu obrigações contratuais relevantes. O Tribunal Regional do Trabalho da 2ª Região (SP), porém, afastou a rescisão indireta. Para o TRT, a diferença salarial não era grave o suficiente para justificar o rompimento do contrato, porque não impede a continuidade do vínculo. Tratamento isonômico é dever do empregador Para o relator do recurso de revista da trabalhadora, ministro José Roberto Pimenta, “não há violação mais grave quanto às obrigações ou aos deveres essenciais do empregador no cumprimento do contrato de trabalho do que não pagar a integralidade do salário ou da remuneração devidos”. Principalmente se esse descumprimento se dá em ofensa à isonomia salarial, assegurada não só pela CLT, mas também pela Constituição Federal. O ministro explicou ainda que a impossibilidade de manutenção do vínculo como requisito para a rescisão indireta não consta da CLT, que estabelece apenas o descumprimento das obrigações do contrato. (Lourdes Tavares/CF) Processo: RRAg-1001379-63.2020.5.02.0070 Esta matéria é meramente informativa.;0.37273663
Um dos problemas que mais acontecem quando se tem um financiamento, seja de casa, apartamento, carro, é o crescimento dos valores das parcelas. Acaba sendo comum, principalmente, quando a dívida é repassada para outro credor, o que acontece entre bancos. Como a revisão acontece? A revisão se dará através de um advogado para que possa apontar as cláusulas que o devedor julga abusivas. É importante que o advogado especializado analise todo o contrato e veja as lacunas que poderão argumentar a abusividade ou até mesmo um supressão dos valores dado a situação financeira do cliente e outros pontos. O que precisa para a revisão dos juros? Mais do que a revisão do contrato, julga-se necessário o poder de negociação, pois há casos em que o devedor se torna insolvente para cumprir com o contrato, o que gera problemas de possíveis perdas. É possível fazer extrajudicial? Em alguns poucos casos é possível. Mas a maneira ideal e efetiva é via judicial pela ação de revisão de juros ou ação de revisão de contrato. CLIQUE AQUI E CONVERSE COM NOSSA EQUIPE ESPECIALIZADA AGORA! Gloria Caixeta Freitas & Equipe OAB/SP 448.702 contato@caixetafreitas.com.br WhatsApp: 11-977.755.075 Deixe sua dúvida aqui! Responderemos em 24 hs. *Fonte da imagem: Canvas;0.37256607
Data: 23/10/2024 Para 3ª Turma, diferença salarial é grave o suficiente para justificar o rompimento do contrato Resumo: . Uma empresa da área de saúde foi condenada a pagar diferenças salariais a uma técnica de farmácia que recebia menos do que os colegas da mesma função. . Para a 3ª Turma do TST, a falta de isonomia é uma violação grave dos direitos da trabalhadora, que tem direito ao rompimento do vínculo por culpa do empregador. . Com a decisão, a técnica receberá as mesmas verbas rescisórias que seriam devidas caso tivesse sido demitida. 24/10/2024 - A Terceira Turma do Tribunal Superior do Trabalho reconheceu a rescisão indireta de contrato de trabalho de uma técnica de farmácia da Prevent Senior Private Operadora de Saúde Ltda. que ganhava menos que colegas com a mesma função. Para o colegiado, a falta de isonomia é grave o suficiente para levar ao rompimento do vínculo por culpa do empregador, que terá de pagar, além das diferenças salariais, as verbas rescisórias devidas na dispensa imotivada. Salário era menor, mas função era a mesma dos colegas Na ação, a trabalhadora contou que foi admitida em 2012 como auxiliar de farmácia, mas, ao ser promovida a técnica de farmácia em 2019, recebia salário menor que seus colegas que tinham a mesma função e a mesma qualificação técnica, prestavam serviço na mesma loja e tinham aproximadamente o mesmo tempo de serviço. O juízo de primeiro grau constatou as diferenças salariais a partir da promoção e reconheceu o direito à equiparação, condenando a empresa a pagar as diferenças. Quanto à rescisão indireta, diante da falta de isonomia salarial, concluiu que a Prevent Senior não cumpriu obrigações contratuais relevantes. O Tribunal Regional do Trabalho da 2ª Região (SP), porém, afastou a rescisão indireta. Para o TRT, a diferença salarial não era grave o suficiente para justificar o rompimento do contrato, porque não impede a continuidade do vínculo. Tratamento isonômico é dever do empregador Para o relator do recurso de revista da trabalhadora, ministro José Roberto Pimenta, “não há violação mais grave quanto às obrigações ou aos deveres essenciais do empregador no cumprimento do contrato de trabalho do que não pagar a integralidade do salário ou da remuneração devidos”. Principalmente se esse descumprimento se dá em ofensa à isonomia salarial, assegurada não só pela CLT, mas também pela Constituição Federal. O ministro explicou ainda que a impossibilidade de manutenção do vínculo como requisito para a rescisão indireta não consta da CLT, que estabelece apenas o descumprimento das obrigações do contrato. Ficou vencido o ministro Alberto Balazeiro. (Lourdes Tavares /CF) Processo: RRAg-1001379-63.2020.5.02.0070 Esta matéria é meramente informativa. Permitida a reprodução mediante citação da fonte. Secretaria de Comunicação Social Tribunal Superior do Trabalho Tel. (61) 3043-4907 secom@tst.jus.br;0.37166813
"A falta de compreensão do alcance jurídico de uma cláusula penal num contrato de compra e venda pode tornar inválido o ajuste, principalmente se o consumidor, a parte mais fraca da relação, tem pouca instrução. O fundamento levou a 12ª Câmara Cível do Tribunal de Justiça do Rio Grande do Sul a acolher pedido de rescisão de contrato de compra e venda entre um consumidor e um fabricante de casas de madeira de Bagé. Com a decisão, a empresa foi condenada a devolver ao autor o valor integral do contrato rescindido, liberando-o da multa, mais o pagamento de R$ 5 mil, a título de reparação pelos danos morais. Pouca instrução de comprador gerou presunção de hipossuficiência. Conforme o processo, o autor desistiu da compra porque, além de receber a casa com atraso, se sentiu enganado pelo fabricante. É que no contrato foram inseridas cláusulas que não refletiram sua “real expectativa”. Em contestação, a ré negou atraso ou descumprimento de contrato. Alegou que o autor desistiu do negócio depois saber que seu filho não iria mais morar na casa que seria construída no seu terreno, já que estaria de mudança para outra cidade. Neste caso, concordou em devolver o valor pago, descontados os 15%, como estipulado no contrato. Afinal, foi o comprador quem deu causa à ruptura contratual. Na origem, o juiz Max Akira Senda de Brito, da 3ª Vara Cível daquela comarca, julgou a ação rescisória improcedente, pois não encontrou nenhuma prova de que o autor tenha sido induzido a erro, sofrido coação ou mesmo havido atraso na entrega do material. “Além do mais, o autor em seu depoimento pessoal reconheceu a sua assinatura no contrato e os termos ali explicitados, alegando que somente depois viu que os mesmo não estavam conforme haviam sido supostamente pactuados. Ainda, registre-se que sua condição de analfabeto não foi comprovada nos autos, já que tal indicação não há sequer em seu registro geral”, escreveu na sentença. Falta de consciência A relatora da Apelação na corte, desembargadora Ana Lúcia Rebout, afirmou no acórdão que o fato de o autor ter pouca instrução (mal sabe ler e escrever) e ser idoso, gerando presunção de hipossuficiência frente ao vendedor, inverte o ônus da prova. A possibilidade está prevista no artigo 6º, inciso VIII, do Código de Defesa do Consumidor (Lei 8.078/1990). Para a magistrada, um “homem de instrução limitada”, diante da complexidade e alcance da cláusula penal (multa de 15% sobre o valor total do contrato em caso de desistência), pode incorrer em erro, viciando o contrato. “Trata-se do erro (seria o error in ipso corpore rei), justificado, na situação em liça, pelo fato de que o autor, ao firmar e pagar à vista pela avença [sendo pouco relevante que estivesse acompanhado pelo seu filho na assinatura do pacto, ou não, pois, da mesma forma, adotando-se como paradigma o homem médio, àquele também faleceria, muito provavelmente, a compreensão plena do que significava a desistência em termos de reflexos jurídicos (cláusula penal)], não tinha a compreensão plena, estreme de dúvidas, da consequência pecuniária do arrependimento previsto no contrato”, anotou no voto. A desembargadora-relatora observou, também, que o contrato foi assinado em 9 de maio de 2014, sexta-feira, e o autor desistiu do negócio no dia 12 de maio, segunda-feira — ou seja, entre aceitação e desistência não decorreu nenhum dia útil. Para ela, ficou claro que o autor ponderou sobre o negócio no fim de semana. Assim, a cláusula penal — aplicada após a assinatura do contrato — favorece em demasia a empresa. Apenas como exemplo, afirmou que, na França, o comprador de imóvel tem o prazo de até 14 dias para desistir do negócio, sem penalidade. “Quanto aos danos morais, no caso concreto, decorrem in re ipsa [presunção de dano à dignidade], pois não se cuida de simples desacerto contratual de valores, mas de situação em que a parte oposta tentou, de todas as formas, subjugar e impor ao autor, pessoa indubitavelmente de poucas luzes, cláusula de todo abusiva e leonina, ainda que prevista contratualmente; destarte, a hipótese é deflagradora do dano extrapatrimonial indenizável”, finalizou. Fonte: Conjur Acesse: www.bernardocouraadvocaciaimobiliaria.com";0.37082285
Data: 28/11/2024 Resumo: A 8ª Turma do TST reconheceu o direito à estabilidade de uma trabalhadora dispensada no segundo mês de gravidez, quando ainda estava em contrato de experiência. Para o colegiado, a lei não estabelece nenhuma restrição ao direito com base na modalidade da contratação. O Ato das Disposições Constitucionais Transitórias (ADCT) garante às trabalhadoras gestantes o direito de não ser dispensada sem justa causa desde a confirmação da gravidez até o quinto mês após o parto. Se a empregada descobrir que já estava grávida no momento da demissão, ela pode pedir reintegração no emprego ou indenização correspondente a todo o período de estabilidade. Operadora foi dispensada no segundo mês de gestação A operadora foi admitida em julho de 2022 e dispensada no mês seguinte, quando estava com dois meses de gestação. Na ação, ajuizada em outubro do mesmo ano, ela pediu indenização referente ao período de estabilidade de 150 dias após o parto. Na contestação, a Orbital disse que o contrato era por prazo determinado, em contratação específica, e que a operadora já sabia quando ele terminaria. Outro argumento foi o de que ela já estava grávida ao ser contratada, mas não informou à empresa. Para TRT, contrato por tempo determinado afasta estabilidade O juízo da 2ª Vara do Trabalho de Guarulhos reconheceu o direito à estabilidade, mas a sentença foi cassada pelo Tribunal Regional do Trabalho da 2ª Região (SP). Segundo o TRT, a operadora foi admitida em contrato de experiência (por prazo determinado), o que afastaria o direito à estabilidade. Ainda conforme a decisão, o fato de a trabalhadora estar grávida na data da dispensa não autoriza transformar o contrato a termo em contrato a prazo. Informada, a operadora recorreu ao TST pedindo a reforma da decisão. Lei não estabelece restrição ao direito Ao analisar o caso, a relatora, ministra Delaíde Miranda Arantes, lembrou que a jurisprudência do TST evoluiu e passou a reconhecer o direito à estabilidade provisória à empregada gestante submetida a contrato de por prazo determinado, gênero que engloba o contrato de aprendizagem (Súmula 244), A ministra ressaltou que a lei não estabelece nenhuma restrição quanto à modalidade do contrato de trabalho, sobretudo porque a estabilidade se destina à proteção do bebê em gestação. Com a decisão, a trabalhadora deverá ser indenizada com valores referentes aos salários do período compreendido entre a data da dispensa e cinco meses após o parto, além de 13º, férias acrescidas de 1/3 e FGTS. (Ricardo Reis/CF) Processo: 1001559-61.2022.5.02.0312 Esta matéria é meramente informativa.;0.3706246
O contrato de namoro é uma espécie de negócio jurídico no qual as partes, que estão tendo um relacionamento afetivo, acordam consensualmente que não há entre eles objetivo de constituir família. “Por consequência, afasta-se a constituição de uma união estável e dos direitos dela decorrentes, como pensão alimentícia, partilha de bens, direito real de habitação e direitos sucessórios.” “Em primeiro lugar, o casal deve ter consenso sobre o fato daquele relacionamento ser um namoro e não gerar efeitos patrimoniais típicos do Direito de Família e das Sucessões. Recomendo fortemente a contratação de advogados familiaristas para que seja elaborado um documento sob medida para aquele casal.” “Os tabelionatos, hoje, possuem alguns modelos, mas por vezes esses documentos terão cláusulas genéricas que não vão atender às necessidades daquele par. Por isso, o momento atual é vocacionado para que cada relacionamento seja compreendido com suas peculiaridades e que o contrato de namoro contemple isso.” Os procedimentos podem evitar que surjam problemas à frente. “No futuro, em caso de eventual judicialização, o documento poderá ser de grande valia como elemento de prova para auxiliar o convencimento do juízo sobre o real contexto vivido na época ”. Fonte: https://ibdfam.org.br/noticias/9367/Contratos+de+namoro+t%C3%AAm-se+tornado+mais+populares%2C+diz+es...;0.37055653
"A 2ª Turma do Tribunal do Trabalho da Paraíba (13ª Região) seguiu o voto do relator da ação trabalhista (Processo nº 0002059-08.2016.5.13.000), desembargador Thiago de Oliveira Andrade, que não acatou o recurso da empresa AeC Centro de Contados S/A contra a decisão do Juízo do 1º Grau, que obrigou a empregadora integrar o período de treinamento de uma funcionária ao contrato de trabalho. De acordo com a empresa, o tempo de treinamento da empregada “se tratava apenas de uma etapa do processo de seleção, sem garantia de contratação”. Mas, para o relator, esta questão tem sido invariavelmente resolvida pela Corte no sentido de que o período apontado como treinamento integra o contrato de trabalho, por afigurar tempo à disposição da empresa, no qual havia efetiva prestação de serviços e inclusive sujeição à jornada estabelecida. O magistrado ressaltou ainda que, sob a perspectiva legal, esse período se identifica com o contrato de experiência, “razão porque da compreensão de que integra o contrato de trabalho e da necessidade, consequentemente, de retificação da carteira de trabalho”, acrescentou. Além de ter que retificar a data de admissão na CTPS da trabalhadora para 01/09/2014, a CeA foi condenada a pagar o salário de 30 dias de treinamento; 13º salário do período de treinamento; férias proporcionais, adicional de 1/30 e FGTS do período de treinamento mais 40%. Fonte: Tribunal Regional do Trabalho - 13ª Região Data da noticia: 11/04/2018";0.37031448
Não se justifica a invocação de cláusula de eleição de foro prevista em contratos anteriores quando a ação discute a validade de contrato que não teve instrumento de formalização assinado pelas partes. O entendimento é da Terceira Turma do Superior Tribunal de Justiça (STJ), que seguiu o voto do relator, ministro Paulo de Tarso Sanseverino, ao negar recurso da Vale S/A. Na origem, a empresa Tractebel apresentou exceção de incompetência no curso de uma ação movida pela Vale, que pretende receber indenização por lucros cessantes decorrentes da rescisão de contrato de compra e venda de energia elétrica que não fora formalmente assinado pelas partes. A Vale alega que a rescisão se deu sem justa causa. A ação foi ajuizada pela Vale no Rio de Janeiro, mas a Terceira Turma manteve o acórdão que fixou o foro no domicílio da empresa ré, em Florianópolis, seguindo a regra dos artigos 94 e 100, IV, a, do Código de Processo Civil. O ministro Sanseverino destacou que o fato de a parte buscar o ressarcimento de danos decorrentes do não cumprimento do contrato, em tese, faria prevalecer o foro de eleição. No entanto, há a particularidade de que o contrato não foi assinado pelas partes. “Sua existência e validade deverá ser perquirida na instrução processual”, completou o magistrado. Histórico O tribunal estadual manteve decisão de primeiro grau que acolheu a exceção e fixou a competência do juízo da comarca de Florianópolis, local da sede da Tractebel. No recurso especial, a Vale pedia a aplicação da cláusula de eleição de foro estabelecida em contratos semelhantes, anteriormente celebrados entre as partes, e nesse caso a opção era pelo Rio de Janeiro. Em seu voto, o ministro Sanseverino destacou que a validade do contrato está sendo analisada exatamente pelo fato de não ter havido instrumento de formalização assinado. Tal análise demandará produção de prova a respeito, sendo certo que, conforme anotado no acórdão recorrido, “cada negócio jurídico possui termos e condições próprios”. Fonte: Âmbito Jurídico;0.3700195
Não se justifica a invocação de cláusula de eleição de foro prevista em contratos anteriores quando a ação discute a validade de contrato que não teve instrumento de formalização assinado pelas partes. O entendimento é da Terceira Turma do Superior Tribunal de Justiça (STJ), que seguiu o voto do relator, ministro Paulo de Tarso Sanseverino, ao negar recurso da Vale S/A. Na origem, a empresa Tractebel apresentou exceção de incompetência no curso de uma ação movida pela Vale, que pretende receber indenização por lucros cessantes decorrentes da rescisão de contrato de compra e venda de energia elétrica que não fora formalmente assinado pelas partes. A Vale alega que a rescisão se deu sem justa causa. A ação foi ajuizada pela Vale no Rio de Janeiro, mas a Terceira Turma manteve o acórdão que fixou o foro no domicílio da empresa ré, em Florianópolis, seguindo a regra dos artigos 94 e 100, IV, a, do Código de Processo Civil. O ministro Sanseverino destacou que o fato de a parte buscar o ressarcimento de danos decorrentes do não cumprimento do contrato, em tese, faria prevalecer o foro de eleição. No entanto, há a particularidade de que o contrato não foi assinado pelas partes. “Sua existência e validade deverá ser perquirida na instrução processual”, completou o magistrado. Histórico O tribunal estadual manteve decisão de primeiro grau que acolheu a exceção e fixou a competência do juízo da comarca de Florianópolis, local da sede da Tractebel. No recurso especial, a Vale pedia a aplicação da cláusula de eleição de foro estabelecida em contratos semelhantes, anteriormente celebrados entre as partes, e nesse caso a opção era pelo Rio de Janeiro. Em seu voto, o ministro Sanseverino destacou que a validade do contrato está sendo analisada exatamente pelo fato de não ter havido instrumento de formalização assinado. Tal análise demandará produção de prova a respeito, sendo certo que, conforme anotado no acórdão recorrido, “cada negócio jurídico possui termos e condições próprios”.;0.36984926
Recentemente a maioria dos Ministros do STF entendeu pela Constitucionalidade da “norma geral antielisão”. Tal normal venho pela emenda nº 104, que adicionou ao artigo 1º do Código Tributário Nacional que: poderá desconsiderar atos ou negócios jurídicos praticados com a finalidade de dissimular a ocorrência do fato gerador do tributo ou a natureza dos elementos constitutivos da obrigação tributária Sintetizando, o fisco pode impedir determinadas negociações e contratos, se evidenciado tentativa de se eximir totalmente, evasão, ou parcialmente, elisão, da cobrança do fisco. Tal julgamento consiste na ADI 2446, que estava suspenso desde 21 de outubro de 2021 e foi retomado no dia 01 de abril de 2022. Lembrando que o julgamento ainda continua, mas a maioria já decidiu pela constitucionalidade da norma supramencionada. FONTES: BONFANTI, Cristiane. ADI 2446 estava suspenso desde 21 de outubro de 2021 e foi retomado nesta sexta-feira (1/4). JOTA .Disponível em: https://www.jota.info/tributoseempresas/tributário/maioria-no-stf-declara-constitucional-norma-contra-planejamento-tributário-abusivo-01042022. Acesso em: 09 abril .2022;0.3696287
A lei de arbitragem disciplina aspectos dos direitos disponíveis. Considerada uma lei de natureza híbrida, pois embora com origem em um contrato particular, sua finalidade é fazer justiça (direito público). A convenção de arbitragem é o negócio jurídico processual através do qual, alguém renuncia a jurisdição estatal. É a autonomia do cidadão para resolver os seus conflitos. A autonomia privada tem necessidade de controle. È aquele poder concedido dentro do ordenamento jurídico, no qual a parte pode resolver os seus conflitos. O contrato de adesão tem ganhado uma perspectiva negativa no Brasil, pois há uma grande chance dele potencializar as desigualdades nos negócios jurídicos privados na sociedade. Por isso, se faz necessário uma proteção jurídica dessa modalidade contratual. Algumas dessas seguranças jurídicas, estão relacionadas com a utilização compulsória da arbitragem. A obrigatoriedade da arbitragem é ineficaz, pois o consumidor tem que concordar com os critérios da arbitragem. O artigo 114, §§ 1º 2º da CF/88 prevê a arbitragem para a resolução de conflitos em dissídios coletivos. Então, em uma lógica do tipo “quem pode o mais, pode o menos”, é perfeitamente cabível o uso da arbitragem nos contratos individuais de trabalho desde que, respeitados os requisitos básicos da arbitragem (lei 9.307/96). Referência: 1. Semana Jurídica 2020. Univap: arbitragem e contratos de adesão. Disponível em <https://www.youtube.com/watch?v=1dMPaob_yhY>. Acessado em: 14/09/2020.;0.36934745
O que é um contrato? O contrato nada mais é que um acordo de vontades, que tem por fim criar, modificar ou extinguir direitos. A manifestação de vontade pode ser expressa ou tácita. Poderá ser tácita quando a lei não exigir que seja expressa. O silêncio pode ser interpretado como manifestação tácita da vontade quando as circunstâncias ou os usos o autorizarem, e não for necessária a declaração de vontade expressa (CC, art. 111), e, também, quando a lei o autorizar, como nos arts. 539 (doação pura), 512 (venda a contento), 432 (praxe comercial) etc., ou, ainda, quando tal efeito ficar convencionado em um pré-contrato. Nesses casos o silêncio é considerado circunstanciado ou qualificado. Agora que sabemos o que é um contrato e suas ocasiões, vamos às etapas de criação. NEGOCIAÇÃO PRELIMINAR (não existe formalização) Caracterizam-se por sondagens, estudos e conversas. Nesta, como as partes ainda não manifestaram a sua vontade, não há nenhuma vinculação ao negócio. Qualquer delas pode se afastar-se, simplesmente alegando desinteresse, sem responder por perdas e danos. Tal responsabilidade só ocorrerá se ficar demonstrada a deliberada intenção, com a falsa manifestação de interesse, de causar dano ao outro contraente, levando-o, por exemplo, a perder outro negócio ou realizar despesas. O fundamento para pedir perdas e danos é pela pratica de um ilícito civil. ARTIGO 186, CC. Aquele que, por ação ou omissão voluntária, negligencia ou imperícia, violar direito e causar dano a outrem, ainda que exclusivamente moral, comete ato ilícito. Embora não gerem, por si mesma obrigação para qualquer um dos participantes, elas fazem surgir, entretanto, deveres jurídicos para os contraentes decorrente da incidência do principio da boa-fé, sendo os principais deveres de lealdade, de proteção, de informação, de cuidado e sigilo. PROPOSTA (existe formalização) Traduz uma vontade definitiva de contratar, não sendo mais sujeitada a estudos ou discussões, mas dirigindo-se a outra parte para que aceite ou não, sendo, portanto, um negócio jurídico unilateral, constituindo elemento da formação contratual. pode-se dizer, então, que proposta é uma declaração de vontade dirigida por uma pessoa à outra, por força da qual, a primeira manifesta sua intenção de se considerar vinculada se a outra parte aceitar. Não há prazo para aceitação da proposta entre presentes, sendo que, não havendo a resposta imediata, não haverá mais vinculo. Telefone ou outro meio de comunicação rápida também são considerados entre presente. Na proposta entre ausentes, o prazo deve ser suficiente para que a resposta chegue ao conhecimento do preponente. OBS. 1 - A proposta deve conter todos os elementos essenciais do negocio proposto, como preço, quantidade, tempo de entrega, forma de pagamento etc. OBS. 2 - Não sendo contrato personalíssimo, a morte ou incapacidade do proponente, não afasta a força obrigatória da oferta, devendo os herdeiros ou representante legal dar cumprimento ao que foi ofertado. OBS. 3 - Estabelece o artigo 435 do CC – “Reputar-se-á celebrado o contrato no lugar em que for proposto.” Entende-se então, que em regra, o contrato será celebrado no lugar em que for proposto, no entanto, trata-se de uma norma dispositiva, o que significa que as partes podem eleger outro lugar, como por exemplo, o lugar da aceitação da proposta.;0.36896688
Aditivo de contrato entre pessoa física e jurídica ________________________________________ Aditivo de contrato de (...) Pelo presente instrumento, como (Locador, promitente vendedor, cedente, [MODELO] Termo Aditivo de contrato de locação - Alteração do valor e índice de reajuste da locação ModelosData de publicação: 25/07/2017Júlia Mendes TERMO ADITIVO DE CONTRATO DE LOCAÇÃO Por este Termo Aditivo ao Contrato de Locação, de um lado, ( NOME DO LOCADOR ), doravante denominado LOCADOR, e de outro lado ( NOME DO LOCATÁRIO ), doravante O efeito da prorrogação do contrato de locação residencial por prazo indeterminado ArtigosData de publicação: 26/05/2016Cássio Sakamoto Mesmo sendo um dos contratos mais conhecidos e comuns, o contrato de locação é gerador de muitas dúvidas. Com o intuito de evitar os abusos que eram praticados pelos proprietários de imóveis, antes Modelo De Contrato De Aluguel Residencial ModelosData de publicação: 11/08/2020Aline Vieira de Eça CONTRATO DE LOCAÇÃO DE IMÓVEL RESIDENCIAL LOCADOR: (nome e qualificação) . LOCATÁRIO: (nome e qualificação) . CLÁUSULA PRIMEIRA : O objeto deste contrato de locação é o imóvel residencial, situado Como entender a matrícula do imóvel? ArtigosData de publicação: 29/09/2021Nathalia Moura Heleno Primeiramente você sabe o que é a matrícula de um imóvel? Em resumo, ela é o documento que consta todo o histórico de propriedade, características do imóvel como localização, medições, confrontações;0.36889505
"A 2ª Turma do Tribunal do Trabalho da Paraíba (13ª Região) seguiu o voto do relator da ação trabalhista (Processo nº 0002059-08.2016.5.13.000), desembargador Thiago de Oliveira Andrade, que não acatou o recurso da empresa AeC Centro de Contados S/A contra a decisão do Juízo do 1º Grau, que obrigou a empregadora integrar o período de treinamento de uma funcionária ao contrato de trabalho. De acordo com a empresa, o tempo de treinamento da empregada “se tratava apenas de uma etapa do processo de seleção, sem garantia de contratação”. Mas, para o relator, esta questão tem sido invariavelmente resolvida pela Corte no sentido de que o período apontado como treinamento integra o contrato de trabalho, por afigurar tempo à disposição da empresa, no qual havia efetiva prestação de serviços e inclusive sujeição à jornada estabelecida. O magistrado ressaltou ainda que, sob a perspectiva legal, esse período se identifica com o contrato de experiência, “razão porque da compreensão de que integra o contrato de trabalho e da necessidade, consequentemente, de retificação da carteira de trabalho”, acrescentou. Além de ter que retificar a data de admissão na CTPS da trabalhadora para 01/09/2014, a CeA foi condenada a pagar o salário de 30 dias de treinamento; 13º salário do período de treinamento; férias proporcionais, adicional de 1/30 e FGTS do período de treinamento mais 40%. Fonte: Tribunal Regional do Trabalho da 13ª Região Data da noticia: 18/04/2018";0.3679352
"A Terceira Turma do Superior Tribunal de Justiça (STJ) definiu, por unanimidade, que o aviso sobre a intenção do inquilino de rescindir o contrato de locação pode ser enviado por e-mail. Para o colegiado, o comunicado não exige formalidades, bastando que seja feito por escrito e que chegue ao locador ou a alguém que o receba em seu nome. Na origem do caso, foi ajuizada execução por suposta falta de pagamento de aluguéis. Em embargos à execução, a locatária disse ter encaminhado e-mail à advogada da locadora informando previamente o seu desejo de rescindir o contrato, motivo pelo qual entendia que os valores cobrados não seriam devidos. O juízo de primeira instância reconheceu que a cobrança, em parte, era excessiva. O tribunal estadual manteve a decisão, por entender que a locatária conseguiu comprovar sua tentativa de rescindir o contrato e devolver as chaves. No recurso ao STJ, a locadora alegou que o simples envio de e-mail à sua advogada não supriria a exigência legal de prévio aviso por escrito; assim, não cumprida a exigência legal para a rescisão, a locatária estaria obrigada a pagar os aluguéis até a efetiva entrega das chaves. A forma como o aviso é feito ao locador é irrelevante Ao confirmar a decisão do tribunal estadual, a relatora do caso no STJ, ministra Nancy Andrighi, explicou que a Lei de Locações, em seu artigo 6º, determina que o aviso de denúncia em contrato de locação por prazo indeterminado deve ser feito por escrito e com antecedência mínima de 30 dias. A ministra assinalou a ausência de especificação legal a respeito do meio pelo qual o aviso deve ocorrer. Com base na doutrina, ela esclareceu que a norma exige apenas aviso por escrito, sendo suficiente que a intenção do locatário de denunciar o contrato de locação por tempo indeterminado chegue ao locador. Por outro lado, a relatora destacou que a boa-fé do locatário ou as tentativas frustradas de aviso ao locador, por si só, não suprem a exigência legal para que a intenção de encerrar o contrato produza efeitos; é necessário garantir que a mensagem chegue ao locador. ""A formalidade, portanto, embora mitigada, não deve ser eliminada"", declarou Nancy Andrighi. Como o tribunal estadual, ao analisar as provas do processo, concluiu que a troca de e-mails foi suficiente para que chegasse ao conhecimento da locadora a disposição da locatária de denunciar o contrato, a Terceira Turma manteve o acórdão recorrido. Leia o acórdão no REsp 2.089.739. Fonte: STJ";0.3676002
"Como evitar entrar numa fria na hora de assinar ou elaborar um contrato? Vamos aos tópicos “padrões”: • Objeto: é um resumo do que está sendo contratado e do que deve ser entregue, com uma descrição genérica. • Detalhamento das obrigações: especifica as responsabilidades de cada parte e o prazo para cada atividade. • Remuneração: inclui o valor que será pago pelo serviço e como será feito o pagamento, inclusive com as datas. • Vigência: Duração do contrato. Varia de acordo com o tempo de execução do trabalho. • Rescisão: deve explicar em quais circunstâncias cada parte pode encerrar o contrato e a multa em caso de rescisão sem justificativa. • Disposições gerais: deve prever questões como, por exemplo, o que acontece se as partes forem vendidas; • Escolha de foro: determina onde o processo será julgado em caso de problemas. • Assinatura: das partes e de duas testemunhas. Assim, apresentado tais tópicos, a dica final é: Proteja, preventivamente, o seu empreendimento, pois a falta de proteção jurídica pode arruinar o seu negócio! Em caso de dúvidas, Acesse o nosso site (link na bio), ou nos envie uma mensagem.";0.36752823
